title,authors,comments,tags,languages,library_name,series,series_index,#language_code,#info,#world,#subjects,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"Forgotten","Christine Pope","***Is the Heat a deadly fever…or a fiery desire that could save them both?* ** 
Deirdre Graves got lucky. When the Heat, a djinn-created virus, wiped out most of humanity, she was isolated at her university’s wildlife research station high in the mountains. Safe...for the moment. 
But with winter closing in and her choices narrowing down to freezing or starving, she builds a device that could save her life. Trouble is, the only way to find out if it works is to leave her sanctuary and face the djinn. 
One moment, Amaal al-Tariq is exploring his newly acquired mountain lands — or, more accurately, his place of exile. The next, he’s flat on his face, trapped by one delicate human woman carrying a device capable of rendering him helpless. 
Regaining what is most precious to him — his freedom — means gaining Deirdre’s trust. If that means using the attraction simmering between them to his advantage, so be it. He just never expected her courage and compassion to reach the one thing he’s kept to himself for so long...his heart.
","Genero · Romance, Genero · Romance sci-fi","eng","LRomanceSciFan","The Djinn Wars","10.0","eng","","","","Paranormal","90","Romance central en Tierra postapocalíptica con djinn, sobrenatural insertado.","The Heat","1.0"
"Fringe Benefits","Christine Pope","Katherine Wheeler knows the $167 plus change in her bank account isn't about to pay the rent, so she takes a gamble and answers an online ad for a job that sounds too good to be true. She figures she can always quit if it turns out to be more than she bargained for. 
Alarm bells go off when she realizes her new boss is dangerously attractive, but Katherine figures she can handle the situation. Pieter Van Rijn appears to be a consummate professional. What could possibly go wrong? 
After managing the lovestruck son of a movie producer, a threatened lawsuit, and even an earthquake, Katherine thinks she can handle just about anything—except wanting a man who doesn't seem to want her back…
","Genero · Romance, Genero · Romance sci-fi","eng","LRomanceSciFan","","1.0","eng","","","","Romance contemporáneo","95","Romance sin elementos fantásticos, jefa y empleado, atracción mutua en entorno laboral.","",""
"Deep Magic","Christine Pope","***His magic is older than time. But can it save her life?** * 
Hayley McAllister thought she was safe, tucked away in tiny, unassuming Payson, Arizona. Her parents disagree and send her to stay in Jerome, where they hope their witch clan’s elders will be able to shield Hayley and her unusual gift from Joaquin Escobar, the dark user of magic who has taken over the Santiago clan in California.
As Hayley settles into her brother Brandon’s apartment in Jerome, she encounters temptation personified — the hunk next door. An insanely handsome Greek god of a warlock.
From the moment Levi meets Hayley, her serene blue eyes and quick smile weave a spell that has nothing to do with her magical talent — an ability to amplify any witch or warlock’s power with just a touch. Their attraction needs no amplification, but Levi’s high-octane, not-of-this-world powers are tested when Escobar’s demons attack.
The McAllister clan is strong, but it’s clear that even with Hayley’s signal boost, their wards may not keep Joaquin Escobar from opening a demonic portal to pluck her from their very midst. Unless Levi takes one last-ditch chance that would save Hayley’s life...but might cost his own. 
","Genero · Romance sci-fi, Paranormal · Brujas/Magos","eng","LRomanceSciFan","The Witches of Cleopatra Hill","10.0","eng","","","","Paranormal","95","Paranormal romance with witches, warlocks, and demonic threats, central love story.","Witches of Cleopatra Hill","1.0"
"Ballroom Bits","Christine Pope","Waltz, tango, foxtrot...murder?
Not much has changed about Selena's fussy, finicky, magical talking cat, Archie. Except now, instead of roaming Globe's streets and alleys on four feet. he's kicking up two very human heels at a ballroom dance competition with his fiancée, Victoria.
Selena couldn't be happier for her formerly furry friend. Stepping Stars could be the gateway to Archie's unfulfilled dreams. But when a competitor is found dead in Archie's costume trunk -- sporting some very strange wounds -- the future he's longed for is threatened...because witnesses saw him claws-out with the victim just hours earlier.
Though the evidence is flimsy at best, Selena goes straight to her divination tools to look for clues. Her Tarot cards and pendulum seem to point nowhere, but she's sure of one thing. Her instincts never lie -- and the killer could be using glitz, glamour, and bright lights to cover his tracks.
","Genero · Romance sci-fi","eng","LRomanceSciFan","","1.0","eng","","","","Misterio·Thriller·Terror","90","Misterio cozy con toque mágico (gato parlante, tarot), mundo normal -> Misterio.","",""
"All Fall Down","Christine Pope","Healer Merys Thranion has been trained to fight disease and wage war against ignorance. Her training comes to the ultimate test when she is captured by slave traders from a neighboring country and brought to the estate of Lord Shaine. Her task is to heal the brooding lord's injured daughter...but that is only the first of her trials. As the deadly plague raises its head again and threatens to wipe out everyone on Lord Shaine's estate, Merys must summon all her skills to protect those she has come to care for...including the man who has become much more to her than simply her master.","Genero · Romance sci-fi","eng","LRomanceSciFan","","1.0","eng","","","","Romantasy","70","Posible romance en un mundo medieval inventado, sin confirmación de magia.","",""
"Magic in the Desert: Darkangel / Bad Vibrations / Chosen","Christine Pope","Three Paranormal Romance Series Starters Set in the American Southwest   
**DARKANGEL**  
*Finding the man of your dreams can be a real nightmare….*  
As the future *prima,* or head witch of her clan, Angela McAllister is expected to bond with her consort during her twenty-first year, thus ensuring that she will come into her full powers at the appointed time. The clock is ticking down, and her consort has yet to make an appearance. Instead, her dreams are haunted by a man she’s never seen, the one she believes must be her intended match.   
But with time running out, and dark forces attempting to seize her powers for their own, Angela is faced with a terrible choice: give up her dreams of the man she may never meet and take the safer path, or risk leaving her clan and everyone in it at the mercy of those who seek their ruin.   
**BAD VIBRATIONS**  
*She thought she could see it all…   
He showed her so much more.*  
Psychic Persephone O’Brien thinks she’s always prepared for the unexpected, but when she reaches out to distractingly attractive ufologist Paul Oliver for help, the two of them soon find themselves drawn into a far-reaching conspiracy that sends them on the run — as well as into each other’s arms. And after Paul is captured by sinister agents, Persephone must join forces with an unlikely group of UFO hunters to rescue Paul and derail an alien plot before it’s too late.   
**CHOSEN**  
When a fatal fever nearly wipes out the entire world's population, the survivors of what became known as ""the Dying"" believe the worst is in the past. Little do they know….   
In the aftermath of the Dying, survivor Jessica Monroe searches for sanctuary in a world unlike any she's ever known before. As fear and isolation envelop her, Jessica encounters the sensitive and helpful Jace, who she believes is another survivor. But Jace has a past and secrets of his own that's he not ready to disclose. Soon she realizes that the destruction of humanity might actually be the first step in a larger, more complicated plan — a plan that may very well involve her. Struggling to discover her role in a terrifying new world where everything has changed, Jessica must decide who she can trust. But is the price for that trust just too high?
","Formato · Antologia/Relatos, Genero · Fantasia, Genero · Romance paranormal, Genero · Romance sci-fi, Paranormal · Brujas/Magos, Paranormal · General","eng","LRomanceSciFan","","1.0","eng","","","","Paranormal","95","Tres inicios de serie paranormal en el suroeste de EE.UU., con brujas, psíquicos y romance erótico.","",""
"Darktide","Christine Pope","****No turning back. No backing down. And no surrender...*** *  When Angela McAllister and Connor Wilcox are asked to help find out who - or what - killed a de la Paz clan private investigator, Angela agrees with only a slight hesitation. After all, with Connor at her side, she and her unborn child should be safe.  They quickly learn the entity haunting the Tucson crime scene is stronger than anyone anticipated, with uncanny powers they can barely fend off, much less identify. Only Levi McAllister, with his otherworldly origins, has a chance of figuring out what they're up against... but he insists on going alone, and only after Angela and Connor's twins are hidden away.  But when Levi vanishes, and news comes to light that a pair of old enemies have died simultaneously, Angela and Connor realize their clans are being set up for destruction.  The days of choosing whose unique powers best fit a given situation are over. Only by joining forces and combining powers - and learning to control dangerous new ones - can they defeat their deadliest enemy.  Once and for all.  * * * **Darktide** is the final novel in the Witches of Cleopatra Hill series. The series is complete and should be read in this order:  DARKANGEL   DARKNIGHT   DARKMOON   SYMPATHETIC MAGIC   A CLEOPATRA HILL CHRISTMAS   PROTECTOR   SPELLBOUND   THE ARRANGEMENT   IMPRACTICAL MAGIC   STRANGE MAGIC   DEFENDER   BAD BLOOD   DEEP MAGIC   DARKTIDE","Genero · Romance contemporaneo, Paranormal · Brujas/Magos","eng","LRomanceSciFan","The Witches of Cleopatra Hill","11.0","eng","","","","Paranormal","95","Final book in Witches of Cleopatra Hill series, paranormal romance with witches and demons.","Witches of Cleopatra Hill","1.0"
"Spell Check","Christine Pope","Its the murder investigation of Selenas life but this time shes flying blind.  Selenas pregnancy is progressing without a hitch. Well, just one. Her aura-reading gift has disappeared. Shes not thrilled, but her in-laws assure her its simply a side effect of marrying into Calvin Standingbears shifter tribe. As soon as the baby is born, all will be well.  Probably. Hopefully.  Luckily, Selena doesnt need her odd little gift when she hires the perfect shop assistant off Craigslist in preparation for her upcoming maternity leave. So she puts that worry out of her mind  only to have it quickly replaced by another.  Her friend Archie has been receiving blackmail letters from someone who hints they know about his secret past as a cursed cat. Unfortunately, its pretty hard to brush it off as just a jealous dance competitor when Archie's fiancée Victoria finds the blackmailer sprawled dead on her studio floor. This puts quite a damper on their upcoming wedding especially when Victoria is arrested for murder.  Without her aura-reading gift, Selena can only reach out to the spirit world with her Tarot and her pendulums. With a blind spot like that, theres plenty of opportunity for the real murderer to go free. Or get too close .","Genero · Misterio/Thriller, Genero · Romance contemporaneo, Paranormal · Lobos/Shifters","eng","LRomanceSciFan","Hedgewitch for Hire","10.0","eng","","","","Misterio·Thriller·Terror","90","Misterio cozy con elementos paranormales (lectura de aura y cambiaformas).","",""
"The Arrangement","Christine Pope","*Sometimes a curse becomes a blessing in disguise….*
Jeremiah Wilcox's wife died cursing him and all the sons of his line. Struggling with his solitary existence, Jeremiah has spent the days since her death ensuring his family prospers…even while wishing for what he knows he'll never have. 
When the enchanting, widowed Lorena Simms arrives in Flagstaff, Jeremiah finds he may have to reexamine everything he believes about the curse — and his own heart. But first he must convince Lorena that he will love her for who she truly is. Can either of these cursed souls have a chance at true happiness?
","Genero · Fantasia, Genero · Romance paranormal, Paranormal · Brujas/Magos, Paranormal · General","eng","LRomanceSciFan","The Witches of Cleopatra Hill","6.5","eng","","","","Paranormal","80","Contemporary paranormal romance with a curse, second chance love.","",""
"The Last Twilight","Marjorie M. Liu","“If you have yet to add Liu to your must-read list, you’re doing yourself a disservice.”—Booklist“A fresh thrill for anyone in the market for an extraordinary romance.”— Publishers WeeklyExtraordinary is the word for the paranormal romance of New York Times bestseller Marjorie M. Liu—who broke exciting new ground when she created the Dirk and Steele Detective Agency. The unique security organization comprised of psychics, telekinetics, and extraordinary supernatural beings faces its biggest challenge in The Last Twilight , when a powerful shapeshifter must return to his African homeland to free a beautiful virus hunter held captive by maniacs plotting the murders of millions of innocents. Superstar author Christine Feehan says, “Anyone who loves my work should love Liu’s,” and the same goes for fans of Jeaniene Frost and Nalini Singh.
","Genero · Fantasia, Genero · Romance, Paranormal · General","eng","LRomanceSciFan","Dirk & Steele","7.0","eng","","","","Paranormal","95","Agentes sobrenaturales; romance central con cambiaformas en misión; Tierra con elementos paranormales.","Dirk & Steele","1.0"
"Labyrinth of Stars","Marjorie M. Liu","*Tattoos with hearts, minds, and dreams. Created to be the armor that protects my body, these obsidian shadows come alive at night—demons made flesh.*  
  
After the Aetar nearly kill Maxine’s unborn child, and a betrayal within her own ranks leaves Maxine’s husband, Grant, poisoned and dying, Maxine is forced to attack a race of beings that possesses almost unlimited power. Doing so will require she make a deal with the devil—the devil that lives inside her—risking both her sanity and her soul as she slowly transforms into something more than human.  
  
But even that might not be enough to save Grant, because the very thing that Maxine is becoming is destined to destroy the world.  

**
","","eng","LRomanceSciFan","Hunter Kiss","5.0","eng","","","","Paranormal","95","Romance central con demonios, mundo sobrenatural en Tierra.","Hunter Kiss","1.0"
"Wicked Heat","Mila Young & T. F. Walsh","Four haunted men, and a death wish with my name all over it. My friends call me Sephy (short for Persephone). At seven I killed my first demon. It wasn't much, an accident really... but one taste of a demon kill and I was possessed. At thirteen, my home-town banished me. Still, I considered this ability a gift and not a curse, until my twenty-first birthday... when all Hell broke loose. Demonic spirits are crossing over into our world, promising terrifying things. They're targeting me and my piece of shit ex-boyfriend, a damn cop who's been riding my case for the last two months, a friend who's broken my heart, and a brother of a girl I saved from a demon attack. Normally, I'm a look-on-the-bright-side kinda girl, but the bright side is getting darker, and demons are closing in. And the only hope of me surviving is to team up with these four guys, as long as the madness doesn't claim me first.
","Arquetipo · Universitario/New adult, Genero · Ciencia ficcion, Genero · Fantasia, Genero · Romance, Genero · Romance sci-fi, Paranormal · Brujas/Magos, Paranormal · Fae/Feerico, Paranormal · General, Paranormal · Lobos/Shifters, Subgenero · Young adult/Juvenil","eng","LRomanceSciFan","Lick of Fire","1.0","eng","","","","Paranormal","95","Cazadora de demonios con cuatro hombres; romance inverso en Tierra actual.","",""
"The Damned","L. A. Banks","Lilith, the consort of the Unnamed One, has released the Damned, tortured souls from all levels of Hell, to walk the streets as the living dead. A dark chaos leaks onto Earth, taking the form of a deadly contagion that not even the Neteru team can handle. One touch from these deadly creatures infects a human, driving him to madness, death...and worse. This time, Damali Richards, the Vampire Huntress (aka the millennium Neteru), Carlos, and the Guardians cannot effectively close ranks. The infection spreads to key team members and threatens to wipe out the entire squad. Even the Covenant is infected. They must track down the Chairman before members of the Neteru-Guardian team are lost and the team implodes. The only antidote is to behead Lilith. But first they must find her.
","Genero · Fantasia, Genero · Romance, Paranormal · General, Paranormal · Vampiros","eng","LRomanceSciFan","","1.0","eng","","","","Fantasía","100","Batalla contra muertos vivientes y demonios; romance no central, mundo Tierra actual con criaturas (regla 5a -> Fantasía).","Vampire Huntress Legend","1.0"
"The Awakening","L. A. Banks","<p><p>There is a vampire war brewing in the underworld and at the center of it all is Damali Richards, spoken word artist and Vampire Huntress.  But she is not just any Vampire Huntress, she is the millenium Neteru.  A woman so potentially powerful that the vampire world is about to invoke a bloody battle that threatens to spill over onto her streets in order to posses her.  It's just a matter of who will get to her first.  Fallon Nuit, a rogue vampire, is one of the most powerful Damali has ever encountered and he has allied himself with the deadly Amanrath demons in order to claim her.  But the Vampire Council has plans for her as well.  And now an unlikely variable has entered into the equation, an ex-lover now turned vampire with an agenda of his own.  And she must risk trusting him once more if they are to survive.<br>","Paranormal · Vampiros","eng","LRomanceSciFan","","1.0","eng","","","","Paranormal","100","Romance central con vampiros y cazadora en la Tierra actual; urbano y oscuro.","Vampire Huntress Legend","1.0"
"Cursed","Mila Young","**Beauty and the Four Beasts. A Deadly Curse. A Fallen Kingdom.** With magic banned in the human realm, Bee, a powerful witch, has had to offer her services in secret. When a request to break a curse comes from the dangerous mountains and royal bear shifters, Bee is hesitant, but winter is coming and funds are tight.  At the castle, Bee finds things are not quite what she was led to believe. The curse Bee is meant to break has reached its zenith, siphoning off the Prince's life while preventing him from controlling his shifting abilities. He is volatile, angry, and far stronger than she had imagined. His brothers, who commissioned her, present her with a challenge - fix it, or lose everything.  Soon the curse is spreading throughout the castle, taking brother alike. It's a race against the clock, buffeted by dark magic, intrigue, and a strange attraction that has her looking at the four brothers in a new light.  *Note: Each book in the Haven Realm series is a standalone book.*","Genero · Fantasia, Genero · Romance paranormal, Paranormal · Brujas/Magos, Paranormal · General, Paranormal · Lobos/Shifters, Tono · Picante/Erotico","eng","LRomanceSciFan","Haven Realm Chronicles","3.0","eng","","","","Romantasy","90","Romantasy con harem inverso, cambio de forma y maldición en un reino de fantasía.","Haven Realm","1.0"
"Playing with Hellfire","Mila Young & Harper A. Brooks","The devils aren't in the details. They're in my bed... When my warlock foster father trades me to demons for his outstanding debts, I find myself in Hell on Earth. I'm thrust into a supernatural underground crime ring I can't get out of, eternally bound in a contract I never made. Three hot-as-hell demons stand in between me and my freedom. A tattooed, brutish Hellhound shifter. An incubus with the power to bend wills on command. And the heir to Lucifer's throne--the original sin demon, Pride, himself. I have to find a way out of the deal before they devour me, body and soul. But I'm no angel. There's something inside me, something that craves the chaotic darkness these demons possess. Escaping may mean giving in to Hell's more sinful temptations. But playing with fire only hurts if you get burned... Bestselling authors Mila Young and Harper A. Brooks have brought the heat with this fiery and sinful paranormal romance. It'll leave you burning up for more! Scroll up and 1-click to give into your darkest temptations today! Playing with Hellfire is book one in the Sin Demons Series.
","Paranormal · Angeles y demonios, Paranormal · Brujas/Magos, Paranormal · Dragones, Paranormal · General, Paranormal · Lobos/Shifters","eng","LRomanceSciFan","Sin Demons","1.0","eng","","","","Paranormal","95","Reverse harem demon romance, dark and steamy.","Sin Demons","1.0"
"Hell in a Handbasket","Mila Young & Harper A. Brooks","See no evil. Hear no evil. Speak no evil. Sleep with no evil... If only it were that easy.
Between being kidnapped by a psycho dragon-shifter, influenced by ancient relics, and fighting for my freedom, I'd say my hands are full. But really, my troubles have just begun.
Cain, Dorian, and Elias are wickedly dangerous, scorching hot, and all too tempting. They're devils in disguise. Literally.
I don't know why they're collecting these relics, but it looks like I'm not the only one with secrets. Despite all the risks, I might be falling for the three of them. But there's a good chance this Hellish relationship ends up being the death of me.
To make matters worse, there may be something more to my shadow than I originally thought. Something evil that's set on taking over me entirely if I let it. With each passing day, I find myself falling deeper into its darkness and further under the demons' deadly charms.
There's no other way around it... Things are quickly going to Hell in a handbasket.
Sin Demons SeriesPlaying With HellfireHell In A HandbasketAll Shot To HellTo Hell And BackWhen Hell Freezes OverHell On Earth
","Genero · Fantasia, Genero · Romance, Paranormal · Angeles y demonios, Paranormal · Brujas/Magos, Paranormal · Dragones, Paranormal · General, Paranormal · Lobos/Shifters","eng","LRomanceSciFan","Sin Demons","2.0","eng","","","","Paranormal","95","Second book in reverse harem demon romance series.","Sin Demons","1.0"
"All Shot to Hell","Mila Young & Harper A. Brooks","Playing devil's advocate with three demons? There's no way I am ever going to win.
Things were finally going right for us. We got the relics back. We defeated the dragon. I thought we'd won. But we've ended up losing so much more...Cain's severely wounded, and I don't know how to save him. Losing him shouldn't bother me, but it does. A lot.
Elias and Dorian have a plan: seek out help from people who wield the darkest and cruelest of magic. We soon find that the only one with enough power to bring the Prince of Hell back from death is a master of death itself. But nothing can be done for free and the price has us traveling across the world and facing a slew of new dangers, ones none of us are prepared for.
Even with everything shot to hell, the demons remain a constant temptation I don't need. Being with them only seems to fan the flames, but letting me go depends on finding all of Hell's relics.
And if I'm being honest, I'm not sure what I'll do once my soul is freed.
SIN DEMONS SeriesPlaying With HellfireHell In A HandbasketAll Shot To HellTo Hell And BackWhen Hell Freezes OverHell On Earth
","Genero · Fantasia, Genero · Romance, Paranormal · Angeles y demonios, Paranormal · Brujas/Magos, Paranormal · Dragones, Paranormal · General, Paranormal · Lobos/Shifters","eng","LRomanceSciFan","Sin Demons","3.0","eng","","","","Paranormal","95","Third book in reverse harem demon romance series.","Sin Demons","1.0"
"To Hell and Back","Mila Young & Harper A. Brooks","They were trying to get back to Hell... But Hell showed up at our door.
None of us expected a visit from the devil himself, but after Lucifer comes a-knocking, we know things are about to heat up fast.
According to the demons, the only way to protect me is to bind us all together. Forever. Something I'm not sure I'm even willing to do. But with Greed's ring still on my finger and Lucifer's sights set on making me his next play thing, what other choice do I have?When I'm dragged to Hell against my will, I'm determined to find a way topside again. But the darkness within me is enjoying this deadly vacation a little too much, and my powers only seem to grow the longer I stay.
My demons will risk it all to save me from eternal damnation.
But after going to Hell and back, will I still be the same in the end?Sin Demons SeriesPlaying With HellfireHell In A HandbasketAll Shot To HellTo Hell And BackWhen Hell Freezes OverHell On Earth
","Genero · Fantasia, Genero · Romance, Paranormal · Angeles y demonios, Paranormal · Brujas/Magos, Paranormal · Dragones, Paranormal · General, Paranormal · Lobos/Shifters","eng","LRomanceSciFan","Sin Demons","4.0","eng","","","","Paranormal","95","Fourth book in reverse harem demon romance series.","Sin Demons","1.0"
"To Catch a Fae","Mila Young","**First, I fell in love with a man I wasn't sure existed outside of my own head.**  
Then he drew me into a magical realm, a place that doesn't feel real, even though it most certainly is.  
He found me there and said I belonged to him, but two other dark suitors have also staked their claim.  
They say I'm in danger, that only they can save me... only they can satisfy me.  
I'm different, special, the key to something important--something I don't yet understand.  
Will I survive long enough to find a way back to my world? And if I do, will I still want to return?
**The captivating scorching hot Reverse Harem book in the brand new Winter's Thorn series.**
**Winter's Thorn Series:**
To Catch A Fae
To Seduce A Fae
To Tame A Fae
To Claim A Fae
","Dinamica · Why choose / Haren inverso, Paranormal · Fae/Feerico","eng","LRomanceSciFan","","1.0","eng","","","","Romantasy","90","Reverse harem en un reino mágico de hadas.","Winter's Thorn","1.0"
"Heart of Ice","May Dawson","Kaelan, the mysterious prince of the ice dragon shifters, never notices the women who fawn over him. 
But he notices *me.* When the spy guild I work for assigns me to steal from him, his arrogant, maddening best friend, Thorne, catches me. 
In retaliation, Kaelan forces me to pose as his adoring fiancé and future queen. Even though he knows I fantasize about murdering him in his sleep. 
We have history. Kaelan was my first kiss—and my worst shame. The last time I saw him, he told me he could never bring such a weak princess home to be his queen. He doesn’t remember what really happened during our last days together. 
And of course, Kaelan won’t tell me the real reasons he’s chosen me. Or why, when we arrive at his castle, I walk right into the Bride Trials he forgot to mention. Now I have to compete for a husband I don’t even want. 
I also have to evade Kaelan’s best friends. Dare, the game master for the trials, is brilliant and dangerous. Thorne, the warrior who barely talks to me, always seems to be in the shadows, protecting me. 
Can I unlock Kaelan’s curse and let these men finally see me as I truly am—and as their queen? 
**Read Heart of Ice now to escape into a world where love triangles don’t have to exist, dragon shifters rule the skies, and cocky Fae princes always crumble… eventually.**
","Dinamica · Triangulo amoroso, Genero · Fantasia, Genero · Romance, Paranormal · Dragones, Paranormal · Fae/Feerico, Paranormal · Lobos/Shifters, Subgenero · Romantasy","eng","LRomanceSciFan","Royal Ice Dragons","1.0","eng","","","","Romantasy","90","Spy forced to pose as fiancée to ice dragon prince; bride trials; romance central in invented world.","",""
"The Darkest Mark","May Dawson","Five years ago, my fated mate was murdered. 
Now his brothers want revenge against his killer—who made me his unwilling wife. 
I wasn’t exactly smiling on my wedding day. I didn’t choose to marry the head of my pack. In fact, I’ve been looking for my chance to get revenge on him myself. 
Then my mate’s pack invades ours, intent on killing everyone responsible for his death. 
That’s when I learn they blame me. 
But their rampage comes to a stop when they spy my terrified four-year-old son. 
Brennan’s son. 
After I’m kidnapped and taken into their pack, these men and I try to cope with each other—and with the ghost that haunts us. 
Stone, the terrifying man who killed his way through my pack and who makes sweet promises to my son. 
Shaw, the filthy hot player who has never fallen in love, who comforts me and becomes my unlikely best friend. 
Cole, Stone’s loyal second-in-command, who trains me to fight despite the desire simmering between us… and who takes my son fishing when I’m in heat. 
Liam, the broken brother who fights his demons… to fight for me. 
Despite the secrets and distrust that lie between us, I find myself feeling at home in their pack....and safe with them. We all loved the same man, their brother and my mate. We have the chance to heal each other's wounds. But in the end, will those secrets destroy the one chance at finding happiness for my son, these men and myself? 
*The Darkest Mark is the first in a riveting new reverse harem series about fated mates, an abused heroine determined to forge a new life for her son, and irresistible, dangerous wolf shifters. Please check the content notes.*
","Dinamica · Why choose / Haren inverso, Genero · Romance, Paranormal · Fated mates, Paranormal · Lobos/Shifters","eng","LRomanceSciFan","The Darkest Mark","1.0","eng","","","","Paranormal","95","Romance central con lobos, fated mates, RH, padre soltero; mundo sobrenatural en Tierra reconocible.","",""
"Unwanted","May Dawson","By the time I walk through the doors of the academy, where the born shifters of every pack are trained to fight and lead, I’m famous. Infamous? One of those. 
I’ve already fought a battle or two. And my family’s complicated relationships with magic, which has been long forbidden to wolves, isn’t popular with all the packs. 
I guess I should’ve said this is the place for born *male* shifters. There aren’t a lot of shifters like me, with flat irons and skinny jeans packed in their bags. 
There’s quite the welcome committee waiting for me. 
My cadre, who want to break me down and build me back up again into a fighter. 
My bullies, who just want to break me. 
My patrol, who rises or falls with me. 
They don’t expect me to make it to graduation in four years. 
But I know I will. 
Who’ll be standing with me at the end? 
***Their Shifter Academy is a new reverse harem romance series, set in a military academy for shifters.** *
","Dinamica · Why choose / Haren inverso, Genero · Fantasia, Genero · Romance, Paranormal · General, Paranormal · Lobos/Shifters, Subgenero · Romantasy","eng","LRomanceSciFan","Their Shifter Academy","1.0","eng","","","","Paranormal","95","Reverse harem paranormal romance set in a shifter academy, with bullies and cadre.","Their Shifter Academy","1.0"
"Everlasting Honor","May Dawson","","","eng","LRomanceSciFan","","1.0","eng","","","","","0","Sin sinopsis ni datos suficientes.","",""
"Leashed","Loki Renard","THIS GIRL BITES. 
I've been abducted by a filthy rich alien who thinks I'll make a good pet. He catches me, cages me, and flies me light years away to a whole new world. He fastens his collar around my neck and marks me as his. But he's abducted the wrong woman. 
My alien master thinks he can tame me. He's wrong. He can punish me. He can use advanced alien submission technology on me. He can even seduce me. I’ll never submit to his leash.
","Dinamica · Enemigos a amantes, Dinamica · Proximidad forzada, Dinamica · Why choose / Haren inverso, Genero · Ciencia ficcion, Genero · Romance, Genero · Romance sci-fi, Subgenero · Romance alienigena/Sci-fi, Tono · Picante/Erotico","eng","LRomanceSciFan","Human Pet Shop","1.0","eng","","","","Romantasy","95","Romance central con alienígena, mundo no terrestre.","Human Pet Shop","1.0"
"Heist","Tate James","Every four years, the criminal underworld engages in a game. The Game. The challenges range from the impossible to the deadly to the truly insane. Things that only a crazy person would tackle. 
I’ve won the game 5 times. This time will be no different. 
I’m at the top of my field now, the best of the world’s thieves. There’s nothing I can’t steal, and this time, the game is all about theft, subterfuge, and sleight of hand. Starting with a legendary painting of poppy flowers. 
It’s a painting that disappeared into the blackmarket decades ago, but I know where to find it. The only person standing in my way is her. 
Nothing will stop me winning the game, not even the sultry, quick witted brunette who lures me into her painting studio with the most irresistible bait. 
I have no option to fail at The Game. It’s my legacy. 
The Valenshek Legacy. 
**♥♥♥ 
*HEIST is book ONE of THREE in the Valenshek Legacy series. This M/F romance is set in the Shadow Grove world but can be read independently of the other Shadow Grove books. Character cameos from other series are minor and inconsequential.* **
","Genero · Romance, Subgenero · Heist/Atraco","eng","LRomanceSciFan","Valenshek Legacy","1.0","eng","","","","Misterio·Thriller·Terror","100","Trama central de atracos y juego criminal con romance secundario; thriller de atraco.","Valenshek Legacy","1.0"
"Kit Davenport: The Complete Series","Tate James","They call me The Fox. I’m a thief. I’ve got superhuman strength and the ability to heal life-threatening injuries.  Who am I? But more importantly, what am I?  When a team of secret agents catches up to me, I finally have the allies and resources I need to chase down some answers. But the deeper we dig into my past, the more danger we find ourselves in. Traps and traitors are behind every corner. And suddenly it's not just my life on the line, but my heart too.  I'm Kit Davenport and this is my story.  ** This is a Reverse Harem series intended for mature audiences. It contains sex, violence, swearing, death and more sex. #whychoose **  The Complete Kit Davenport Series contains:  # 1 The Vixen's Lead # 2 The Dragon's Wing # 3 The Tiger's Ambush # 4 The Viper's Nest # 5 The Crow's Murder # 6 The Alpha's Pack BONUS: The Fox's Hole  This set contains a bonus epilogue scene titled ""The Fox's Hole""","Dinamica · Why choose / Haren inverso, Genero · Romance paranormal, Paranormal · Dragones, Paranormal · Lobos/Shifters, Subgenero · Espionaje/Espias","eng","LRomanceSciFan","","1.0","eng","","","","Paranormal","95","Complete series box set of reverse harem shifter series.","Kit Davenport","1.0"
"The Alien's Leash","Loki Renard","Lord Kyren Cirrus has spent years collecting unique and interesting creatures from across the galaxy, but the moment twenty-year-old Tara Dyrek is delivered to him he knows she will not be just another specimen to study. This beautiful, feisty little human will be much more than that. She will be his pet. 
Tara is none too pleased to have been captured, caged like an animal, and taken to a far-off world, but her protests are ignored and soon enough she is blushing crimson as she is thoroughly and intimately examined, then brought to a shameful climax by Kyren's skillful ministrations. 
Her new master makes it clear that he will expect obedience from his pet, and when she attempts an escape he quickly proves more than willing to bare her bottom for a painful, embarrassing spanking. The strict punishment leaves Tara burning with need, and Kyren wastes no time in claiming her and mastering her body completely. 
It isn't long before Tara begins to enjoy her new life, but when she catches the eye of a powerful government official and he tries to take her for himself, will Kyren do whatever is necessary to keep his beloved pet? 
**Publisher's Note:** *The Alien's Leash* contains spankings and sexual scenes. If such material offends you, please don't buy this book.
**
","Genero · Ciencia ficcion, Genero · Romance, Paranormal · General, Subgenero · Romance alienigena/Sci-fi, Tono · Picante/Erotico","eng","LRomanceSciFan","","1.0","eng","","","","Romantasy","90","Romance de cautiverio con alienígena en planeta lejano (mundo inventado): regla 4a.","",""
